omega_b,omega_cdm,h,amp,lnprob
0.02243071242314381,0.11997400981334584,0.6780041754797852,7.953478258809407,-1009.7905687866086
0.02260546260389549,0.11986699806880277,0.6779849582657747,7.950508320389237,-inf
0.02239866697730483,0.1204436510704807,0.6782251493717382,7.870816071767047,-863.2967746099305
0.02244499324762635,0.12005248254281181,0.6779161264931768,7.984430145713314,-1053.9438696336015
0.022334757991753235,0.11977439422598836,0.6777946436034343,8.092091514191411,-1253.144551234553
0.022395820575410393,0.11989553018138491,0.6780085084292082,8.065479687038604,-1196.2752721980319
0.02233432117839375,0.1200507922882799,0.6780739543416627,7.982613266806325,-1042.6804664898957
0.022422620473816275,0.11998874255182866,0.6779406092298977,8.100868948659052,-1256.356915681133
0.022332032001143885,0.11986802868232689,0.6781295454087316,7.924471559156834,-966.8018520559888
0.022467815859222837,0.12003013341353126,0.6779631156310166,7.915394353900002,-953.8798523334754
0.022469084433853544,0.11992746140810927,0.677929097219688,8.089974466699744,-1243.7073879598452
0.02250479215426634,0.11998831208107819,0.678060612273042,8.040290852564842,-1151.417004855
0.022565635577561558,0.12013853376704677,0.6780319828677301,8.09361284304212,-1238.921544935322
0.022360938989122694,0.12000404610490571,0.678043834553914,7.903883891466979,-932.3928662991392
0.022351521175210144,0.11993254253374533,0.6779905665710879,8.053934036560968,-1170.9213794780171
0.022343849041681484,0.12003660136907147,0.6780563139946479,8.007748074992065,-1084.4070072041625
0.02259770005433626,0.1198693575728179,0.6780078563755044,8.08638465184501,-1248.2643523175211
0.02262444393265611,0.12013859964009006,0.6779514412690575,7.896278861708334,-inf
0.022396447810375825,0.12003992510528033,0.6780696094515593,8.021390534579131,-1109.4023158323569
0.0223497821060901,0.11999420419349573,0.6782016954277768,8.005096557200167,-1081.4261312123747
0.022427809430455012,0.11997089204750877,0.6780078636276442,7.952624936181564,-1008.4242285619375
0.02252992459680511,0.11984115768994939,0.6779318524461158,7.990016004475858,-1081.9815875123968
0.022414660460174873,0.1205906949462123,0.6782328227120101,7.8268840210079835,-803.8268578278006
0.02244475158212123,0.12005208792840419,0.6779165830744526,7.984301872322592,-1053.7734061474894
0.022334757991753235,0.11977439422598836,0.6777946436034343,8.092091514191411,-1253.144551234553
0.022395820575410393,0.11989553018138491,0.6780085084292082,8.065479687038604,-1196.2752721980319
0.022330926562940338,0.12003924744187654,0.6780717645120022,7.9700341228712475,-1023.8242811056979
0.022386948422375152,0.12001381003826789,0.6779944793504185,8.053094810189771,-1165.6381559968972
0.02229008475337341,0.11979953322898411,0.6782087968016514,7.902206421646665,-936.5257224001032
0.022467815859222837,0.12003013341353126,0.6779631156310166,7.915394353900002,-953.8798523334754
0.022469084433853544,0.11992746140810927,0.677929097219688,8.089974466699744,-1243.7073879598452
0.022461085415027875,0.12000142582844169,0.6780594450051178,8.031453328108997,-1132.9124129165348
0.022565635577561558,0.12013853376704677,0.6780319828677301,8.09361284304212,-1238.921544935322
0.022313445125258523,0.11997979431214313,0.6780604874259023,7.905254614320208,-932.8185071959368
0.022137754507977954,0.11972688584303087,0.6779492175370898,8.014319670931766,-1106.2157666426517
0.022343849041681484,0.12003660136907147,0.6780563139946479,8.007748074992065,-1084.4070072041625
0.02259770005433626,0.1198693575728179,0.6780078563755044,8.08638465184501,-1248.2643523175211
0.022572977505468567,0.1201029587167924,0.6779552773482901,7.902560022329617,-938.1942863902269
0.022396447810375825,0.12003992510528033,0.6780696094515593,8.021390534579131,-1109.4023158323569
0.0223497821060901,0.11999420419349573,0.6782016954277768,8.005096557200167,-1081.4261312123747
0.022402598797987075,0.12000292142496363,0.67802662959581,7.943393668055152,-991.0844891987485
0.02252992459680511,0.11984115768994939,0.6779318524461158,7.990016004475858,-1081.9815875123968
0.022386683908190416,0.12092477857339345,0.6783868362733441,7.704874203673453,-666.6411973866514
0.0224085912629457,0.1201416386478968,0.6779101004419544,7.981875929748643,-1042.016029620605
0.022336780009641153,0.11979505159353677,0.6778057321969804,8.085380153380923,-1239.0931047130102
0.022395820575410393,0.11989553018138491,0.6780085084292082,8.065479687038604,-1196.2752721980319
0.0223541320588622,0.12002748607798465,0.6780571510691126,7.961408677254988,-1013.0054494157532
0.022348897338180955,0.11992963539368805,0.6780786699604293,7.993821123413802,-1069.2020845061722
0.02229008475337341,0.11979953322898411,0.6782087968016514,7.902206421646665,-936.5257224001032
0.022467815859222837,0.12003013341353126,0.6779631156310166,7.915394353900002,-953.8798523334754
0.022468891277888377,0.11994309447361681,0.6779342769378651,8.063392514506484,-1194.5594449300638
0.02245691031807954,0.12003262533397668,0.678126393249656,8.014370117444965,-1101.2014849009497
0.02255397693377623,0.12012561407018703,0.6780237749256612,8.072371871220136,-1200.9465953355436
0.022284137177242435,0.11996623123168142,0.6780868068064038,7.846306336553047,-855.1858837535171
0.022137754507977954,0.11972688584303087,0.6779492175370898,8.014319670931766,-1106.2157666426517
0.022343849041681484,0.12003660136907147,0.6780563139946479,8.007748074992065,-1084.4070072041625
0.02259770005433626,0.1198693575728179,0.6780078563755044,8.08638465184501,-1248.2643523175211
0.022572977505468567,0.1201029587167924,0.6779552773482901,7.902560022329617,-938.1942863902269
0.022396447810375825,0.12003992510528033,0.6780696094515593,8.021390534579131,-1109.4023158323569
0.0223497821060901,0.11999420419349573,0.6782016954277768,8.005096557200167,-1081.4261312123747
0.022351260585856434,0.11997370452626381,0.6779961993745574,7.920093950135083,-956.7491458336177
0.022524969578816653,0.11986711924865366,0.6779498354008765,7.989139026064902,-1078.196166879664
0.02222974490269671,0.12170972666970177,0.6786686949337138,7.421133497499626,-511.2001826037175
0.0224085912629457,0.1201416386478968,0.6779101004419544,7.981875929748643,-1042.016029620605
0.022336780009641153,0.11979505159353677,0.6778057321969804,8.085380153380923,-1239.0931047130102
0.022395820575410393,0.11989553018138491,0.6780085084292082,8.065479687038604,-1196.2752721980319
0.02228213996334048,0.12007422457672097,0.6780717212439996,7.924469167681518,-951.9266317845727
0.022358083060036477,0.11995479745115123,0.678103518272698,7.990996179356062,-1063.2134930809848
0.02229008475337341,0.11979953322898411,0.6782087968016514,7.902206421646665,-936.5257224001032
0.02249948300109074,0.12005705916787456,0.6779052203317096,7.839446398913868,-856.1946241640331
0.022529149332609136,0.11998231856243582,0.6778730616338422,8.06167131911097,-1193.1521238105279
0.022489600337413426,0.12005243454703496,0.6780781989042098,7.982879097000111,-1052.0678378048747
0.022520511137622552,0.12032175349468753,0.6780359590275228,8.061646450574683,-1165.719069660684
0.02222670338329242,0.11994844271091232,0.6781159825469686,7.7992354476221175,-797.8212380455852
0.022137754507977954,0.11972688584303087,0.6779492175370898,8.014319670931766,-1106.2157666426517
0.022138024781594653,0.12017220386384984,0.6780956037871191,7.943988962600696,-965.7119025800179
0.022559672729544185,0.11993376040160118,0.6780326014743995,8.049973461659558,-1175.7337508045562
0.022572977505468567,0.1201029587167924,0.6779552773482901,7.902560022329617,-938.1942863902269
0.02242657231693214,0.11999506509279051,0.6780385189381848,8.014309586175433,-1103.0555069922589
0.022375305216878763,0.12000197337340553,0.6781501059593151,7.985699738815153,-1052.098730862316
0.022409757199379984,0.12000780626483602,0.67798540272467,7.9154678918253225,-951.7439820939919
0.022456115949946686,0.1198473072292678,0.678025746784879,7.9636557907387475,-1034.716994726156
0.02222974490269671,0.12170972666970177,0.6786686949337138,7.421133497499626,-511.2001826037175
0.0224085912629457,0.1201416386478968,0.6779101004419544,7.981875929748643,-1042.016029620605
0.02234513455773747,0.11983992449847475,0.6778804128377045,8.063763532018855,-1196.026695663184
0.022395820575410393,0.11989553018138491,0.6780085084292082,8.065479687038604,-1196.2752721980319
0.02228213996334048,0.12007422457672097,0.6780717212439996,7.924469167681518,-951.9266317845727
0.022358083060036477,0.11995479745115123,0.678103518272698,7.990996179356062,-1063.2134930809848
0.02229190751690612,0.11980184372168139,0.6782076036663579,7.902943442824372,-937.5152078885475
0.02251104663138579,0.12005614589067085,0.6778963617318969,7.834922803979024,-851.5703702576815
0.022529149332609136,0.11998231856243582,0.6778730616338422,8.06167131911097,-1193.1521238105279
0.022489600337413426,0.12005243454703496,0.6780781989042098,7.982879097000111,-1052.0678378048747
0.022465062978249697,0.12019964263971487,0.6780795470384904,8.032645529979185,-1120.946883845097
0.02222670338329242,0.11994844271091232,0.6781159825469686,7.7992354476221175,-797.8212380455852
0.02189239931034554,0.11934556293721243,0.6778936143838593,7.983982191517299,-1070.121692979451
0.022138024781594653,0.12017220386384984,0.6780956037871191,7.943988962600696,-965.7119025800179
0.022559672729544185,0.11993376040160118,0.6780326014743995,8.049973461659558,-1175.7337508045562
0.022572977505468567,0.1201029587167924,0.6779552773482901,7.902560022329617,-938.1942863902269
0.02242657231693214,0.11999506509279051,0.6780385189381848,8.014309586175433,-1103.0555069922589
0.022375305216878763,0.12000197337340553,0.6781501059593151,7.985699738815153,-1052.098730862316
0.022409757199379984,0.12000780626483602,0.67798540272467,7.9154678918253225,-951.7439820939919
0.02248718711891482,0.11965487626721512,0.6781013552167975,7.951743644578003,-1030.0794404100138
0.02222974490269671,0.12170972666970177,0.6786686949337138,7.421133497499626,-511.2001826037175
